0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
0.10634562811931983,-0.4880206862568341,0.10796199235161401,-0.5179270158964844,0.09993638350284076,-0.5151014233235733,0.015247850061885516,-0.522880257517175,0.10961739291217248,-0.5069145293785247,-0.07211753452918727,-0.4122025078082735,0.12183836608051135,-0.3862508965365541,-0.09403148824752527,-0.20343216447728854,0.18487969404626137,-0.20468359108875775,0.20512263267273648,-0.06633553864735428,0.20604206832443456,-0.06716716858467854,-0.057077097491474806,0.005780434428702258,0.057077097491474216,-0.005780434428702258,-0.04272161789369106,0.10478757114934133,0.062044079899713514,0.11124168151910455,-0.04342218986492538,-0.022048303748111477,-0.032898256007291654,-0.01976296094625704
-0.07322650273848684,-0.5179650418618456,-0.054272598765221815,-0.5474008496053255,-0.07488487061789775,-0.5443020837421965,0.004647665075269394,-0.5345668848139282,-0.04146358994738927,-0.5245349388265786,0.045173481008106704,-0.4090298480135018,-0.021266349360778074,-0.3906128528575795,0.01703346875594894,-0.6400777992420521,0.01680619960111959,-0.6349278655833162,-0.003965127095731977,-0.8446810267233034,-0.00242379957335609,-0.8275161935922648,0.029874324081186506,0.0025196253784959552,-0.029874324081186284,-0.00251962537849618,0.05590012706337642,0.347645537169186,0.007498825824097896,0.3406951800694896,0.09823574467091074,0.6300658140848241,0.08110032957833077,0.6074437373832331
-0.08037469637382623,-0.5170433777730375,-0.0631981752618957,-0.5444985052067337,-0.077151401620371,-0.5429699821390268,-0.0007318475978067915,-0.5358952874123732,-0.008404298378846839,-0.5324066548063298,0.04794625753586323,-0.40356555650991105,-0.009095532233560553,-0.39549052484075664,0.008986800816270105,-0.6428182817155788,0.02676246108257055,-0.6135852780456849,-0.007266995020816733,-0.8809048560492707,-0.002873676715431105,-0.8806152941883962,0.026915629526480467,0.0030665302495877706,-0.026915629526480467,-0.0030665302495877706,0.0553137347704961,0.3474354074568904,0.012840058095160808,0.3385478835815936,0.09107840835486943,0.6403566206060081,0.08692606558378785,0.6152306335448725
-0.08038847166659353,-0.5207024063581743,-0.06301271216288647,-0.5465288444819936,-0.07808769297633872,-0.5438812414370173,0.00385405438232261,-0.5362470223585797,-0.020175410799056145,-0.5309014689070839,0.050634783044804586,-0.40360786546406713,-0.014969138038457749,-0.3955967152074163,0.013946775957665952,-0.6423091805594594,0.018895157692897072,-0.6422411129585214,-0.008593798370591656,-0.8551597141812135,-0.007498621149531512,-0.8551988276533943,0.02901005398898222,0.0022499526673386097,-0.029010053988982442,-0.0022499526673388317,0.05300417637756625,0.33852392692930083,0.010775986263575272,0.32914861129725226,0.09087137064099834,0.629522826298551,0.09302776943144504,0.5946616059193615
-0.07921253348615764,-0.5130589074485159,-0.061626329901678566,-0.53925678192762,-0.07809933881506133,-0.5365318523668724,0.007614532689239196,-0.5317802191366408,-0.023358891086201386,-0.5248224732289575,0.05046728986945315,-0.4064009165469861,-0.014591399896151195,-0.3927942539330559,0.015124408519156342,-0.6437876101283717,0.009106687248368132,-0.6302103130545458,-0.011856457167630332,-0.8562392822477751,-0.01675693998802934,-0.856355512018312,0.0280485197006063,0.001821953644613625,-0.028048519700606518,-0.001821953644613625,0.05613788157207244,0.33345683790387687,0.02394735725379678,0.32531794257688246,0.08902649698896878,0.6197142410093672,0.09059269122134375,0.5920192824116149
-0.08391828698597559,-0.5206643788812401,-0.06452081783144303,-0.5482462347583038,-0.07870803404710672,-0.5455763600350907,-0.0006156514860191239,-0.5348817333199108,-0.021346052049003545,-0.5266200048718445,0.050370785137671736,-0.40546051260933197,-0.01676523785466617,-0.3938333427353775,0.013128161016220703,-0.6577313145037843,0.0030943833364334623,-0.6407824194063839,-0.01187789444801651,-0.8619427666178776,-0.015339934749724952,-0.8629076790109728,0.028617250614419037,0.0024384170845732907,-0.028617250614418815,-0.002438417084573068,0.05486607723165759,0.34186011415149925,0.020835189598758443,0.3341172719662973,0.08624603416723414,0.634884134320592,0.09056069262592417,0.5998611707533416
-0.08436711757217033,-0.5127465443005527,-0.0654886416810995,-0.5381294381100371,-0.0779085618080045,-0.5379641718738953,0.00031004827939105245,-0.5288003292978669,-0.02391894134972828,-0.5214818049484217,0.0483102377423622,-0.4056055111411362,-0.017581743306250036,-0.39380412079338684,0.01596146105711016,-0.6322190615812984,0.01996208776079232,-0.6275945277560393,-0.008454768408836534,-0.8673253893434548,-0.001405807526955972,-0.8057563660564679,0.029073008002775236,0.0029288333815127685,-0.029073008002775014,-0.0029288333815125486,0.056751698195854156,0.3379159502871489,0.020747876100799832,0.3292529162457585,0.08790566034383113,0.6296026363200956,0.09445866777361958,0.5871586536142661
-0.08112557887335568,-0.5041041698721342,-0.06331715543116682,-0.5324924310889297,-0.07873163963394911,-0.5305716598132413,0.005864101756525197,-0.5284043711978541,-0.019136497924899284,-0.5192282483000925,0.051596546878487866,-0.40688417424953743,-0.010317744002185797,-0.3920501537356228,0.019210418340730836,-0.6413713672780829,0.017440116178157675,-0.6382895913222632,-0.002850583816056648,-0.8350114333331842,-0.011259770321065404,-0.8167163719848366,0.02639045810385093,0.0018853667784846475,-0.02639045810385093,-0.0018853667784848671,0.057610093491386065,0.33741428924212086,0.024866054861811447,0.32874115370719614,0.09265523118320246,0.6316272070515527,0.09672037091397047,0.5890929166420471
-0.0774653052567932,-0.5019014849377976,-0.059299544709847385,-0.5292304645005663,-0.07512528105790654,-0.5278239515420692,0.01010322774506312,-0.5256975516269082,-0.019407670454562615,-0.5176804625714503,0.05465674084637811,-0.4070321916884907,-0.010418897411718172,-0.3917437551252893,0.023350253867800316,-0.6386387592523527,0.017604153192192197,-0.639044658927867,0.0022097263421163426,-0.8322921021211805,-0.005622880440621145,-0.8224195158925472,0.027019981424843957,0.0017731376344416797,-0.02701998142484374,-0.0017731376344416797,0.05867849306721705,0.337081773744749,0.023955525894651043,0.3291276484502951,0.09405376170974242,0.6311215320698039,0.09863835890225928,0.5877848284578677
-0.07842245600467883,-0.5109597150399511,-0.059748374145308876,-0.5388967257718369,-0.07394762044060665,-0.5370861695630362,0.010327242709882781,-0.5309221220832993,-0.012055676828835231,-0.5208640434282794,0.05558608389481665,-0.4073420478306932,-0.010654055894172931,-0.3913951510399676,0.02284553743571614,-0.6394132395117388,0.015914933679553725,-0.6327915418956556,0.006922324155075815,-0.8257022807093981,0.002325412612190087,-0.808221847758324,0.028662438571285254,0.002002700718670948,-0.028662438571285254,-0.002002700718671167,0.05721213978358738,0.33614475683200107,0.019875471231937506,0.3279532275949915,0.09405492050297203,0.6197594690400621,0.09837725736795876,0.5802676395804284
-0.0734616674803873,-0.511693653847469,-0.053556309797909346,-0.5370254460595768,-0.07142850399577307,-0.5355677955689653,0.01462150082894565,-0.5248060248124866,-0.024557233405891853,-0.5163874196491699,0.05854245204037068,-0.40638599580839446,-0.008366465798034475,-0.39203893516796756,0.02782361128975657,-0.6354524549189369,0.022708673556361244,-0.6314673069614772,0.008575333843618157,-0.8260666950680677,0.006622728201863941,-0.8048047627233571,0.029773305202250862,0.002772160370801644,-0.02977330520225108,-0.002772160370801423,0.05453859136953345,0.3437932313097255,0.018751245261456724,0.3339506158345146,0.09679180111847377,0.6329873461043665,0.10253800175543652,0.5772263719684291
-0.07490990029676071,-0.5083248802510028,-0.05832519380493782,-0.5355673837256242,-0.07158659630553214,-0.5331524629863047,0.008244098369359586,-0.5281526314360138,-0.012885885228179163,-0.521536156494791,0.05493494023033345,-0.4065509153967183,-0.007107807736505923,-0.3920181582577889,0.03015939332352538,-0.6210357259902648,0.024122778921034416,-0.6182414497394376,0.013490551103136027,-0.816793080605338,0.011649017454526508,-0.7901999842703197,0.02506293744582926,0.0028794908873973914,-0.02506293744582926,-0.0028794908873973914,0.053323700927278485,0.3302903559494264,0.0254211730944694,0.3202609035305139,0.09270884613773488,0.6137800219265355,0.09057881439852562,0.5783757417180175
-0.0715489756902701,-0.5133532638296198,-0.05007666363275004,-0.5395119098720416,-0.06887613452743559,-0.5357345037094154,0.0188916544391873,-0.5253255077543707,-0.020395604404718524,-0.5159133463120009,0.057292506372734614,-0.4087469415742029,-0.008106083406948227,-0.38973956162784285,0.032047026476473624,-0.624794114531119,0.025901071540857162,-0.6210808033847012,0.02124430949760847,-0.8158539407814872,0.01718522818259785,-0.805632259477057,0.027555559064745085,0.0014272555683191,-0.027555559064744866,-0.001427255568318881,0.0503893363448217,0.3383044573945816,0.01700251789293146,0.33030442841030444,0.09715076376951107,0.6231418617598252,0.09887075266253287,0.5828187565583923
