angle_left_shoulder_elbow_wrist,angle_right_shoulder_elbow_wrist,angle_left_shoulder_eye_elbow,angle_right_shoulder_eye_elbow,angle_left_hip_shoulder_elbow,angle_right_hip_shoulder_elbow,angle_left_hip_shoulder_eye,angle_right_hip_shoulder_eye,angle_left_ankle_knee,angle_right_ankle_knee,angle_left_knee_hip,angle_right_knee_hip,angle_left_hip_shoulder,angle_right_hip_shoulder,angle_left_shoulder_eye,angle_right_shoulder_eye
130.97002987010077,142.75666292613818,136.11617734139196,131.77432443306412,130.80044446031218,138.99456525903878,145.35275949892818,154.2495463187284,91.30451239697946,93.69994597943428,84.01604030140884,90.76908744076366,96.17937247817656,94.91290924241912,130.8266129792484,120.66336292369073
130.48410878225312,143.53865964663774,138.233921871075,131.46717140196833,129.6703830531235,138.79074928314154,144.07889028900308,154.80056207270675,91.30135957321583,93.87788532462427,83.98700115319399,90.86080281747084,95.95234154570132,94.93785067766656,131.87345125669827,120.1372886049598
117.4724103706107,127.9462092678492,97.43243525917838,84.48902692510666,102.37025092041137,110.50124078558616,140.19978032114705,152.5957535456613,92.8281856733652,93.0507157193241,79.37361622991244,87.15552735115547,97.29890477587934,97.02680770139736,137.0991244547323,124.43105415573604
124.13027939952984,119.77868073046636,76.58040295598346,67.31223301669088,80.21736490154798,77.73392572598026,142.6835810251346,143.95142142998054,93.69286323706211,90.61968598346274,78.03950176301416,85.04790716833385,99.58206455393491,96.78211774624825,136.8984835288003,132.83069631626773
146.729203399513,120.45387018009976,50.73080285935703,40.644418186816274,54.673245635313954,37.11432298628737,144.9627780680925,139.67565265085983,95.1107087393358,92.94573663449836,75.38325179391903,81.75149925560429,103.25613753987436,98.95125891783226,138.29335947178186,139.27560626697243
168.50518165486685,150.55256796396714,35.085243797716906,35.06629269600425,33.41687888676981,29.33564127903344,150.88902834914776,143.2351259763066,100.90760886576606,90.1275624588671,71.74720014263909,72.74333206436145,107.21397565966764,109.80349755794376,136.32494731051992,146.5683715816372
168.96104740430354,179.94506437920705,21.79588605803573,10.922762942047504,14.680437015715174,4.074547175061006,155.96377618656297,156.5093580757702,105.279285447198,101.31662619775445,66.1847559752231,66.66353254909598,113.14768637548114,117.22497408635452,137.1839101889182,140.71561601058434
175.24553114865734,164.77117496292016,3.124488407081244,5.248610777544274,16.59819915302401,25.78682020005402,157.47959839381383,163.07737927985096,110.54137480400864,103.53511736519162,61.06507597255911,72.67679469045758,116.32711414599146,117.90992336156364,138.84751575217766,134.8325440817127
172.2715537903254,179.01755743292406,10.33508609797302,14.019453731514751,41.83617554232424,48.09614443483772,158.86349767810083,156.94190051926867,113.65366097782804,109.95296242376736,51.56397450090509,58.7167037142824,121.38066181303893,120.44046923683024,142.51716413493807,143.49856871756157
167.02200475754157,173.4929653752695,19.23348714951573,15.476518259171849,58.80195088523244,62.75664954251311,157.60382216964274,146.53956889454088,115.60894339531164,114.32571196063866,44.47857117998941,45.36732118764447,125.73147591757264,123.25905997079371,148.1276537479299,156.7194910762529
170.84766634375518,176.77266804127245,27.341375535915606,21.72322448234951,75.28400700528749,82.28351094641614,155.0782141773127,139.4983976618246,117.2639750913253,114.24246887922652,35.96497672666577,37.5855683626857,127.20516858022064,123.13734402970724,152.1269544029079,163.63894636788268
170.11868450457663,176.25031565283751,31.047213486708547,25.74052704550616,84.42577886456972,91.35197249729896,150.11551321594746,138.98049578966686,118.29528421523165,115.98681957298524,32.98834868767408,30.105193059882907,127.77268748843883,126.17797189535142,157.65717427249135,167.1974761056846
167.43249048540378,174.2854280232592,31.16311873004939,23.844934169756588,85.66734621558997,94.06514396479768,148.51658778977438,133.6070639192688,118.20837007563289,115.86060822835223,27.518585996135933,27.962569335529132,128.06189374513343,125.04056064731049,159.54530595535908,171.43349672804163
168.52138534214205,171.5813392013941,35.06555880641788,21.60791796331547,80.32891155432121,89.1796364041402,160.1715772991691,135.57913939475185,119.94556334080544,117.25360971542032,27.781845673963637,28.04540003909085,129.1262391658138,122.63686447948172,148.95466186664476,167.05772508472987
174.11442240712452,175.4672734572406,28.359633866056196,20.01616610638884,68.17000671778837,71.89041446365422,165.02530250494868,148.71919637930756,121.58980827702716,119.59257476378716,26.531328426407605,25.208324927245805,128.5555982294709,126.62655308493508,143.53029572452218,157.9073567056275
178.2454724416024,175.65643630400746,20.910030782943213,14.387518898235406,47.277013680714944,55.05929015621352,172.74270944579942,153.31638133651697,123.23231130289996,122.01579827005408,28.182108612871318,24.935593878872343,127.38000304280392,121.6824816883092,134.63729359700451,148.36610035179223
173.74500253135835,179.32398029202824,1.8918171495301197,9.243582637931045,19.673997826681653,32.34032494701788,164.19381596706927,163.89577882147273,124.449803356406,124.2729613119612,30.1296050249837,32.29539946572891,119.21408871238938,118.04970437199242,135.02027274532009,134.15392555051963
171.70018448672008,157.74858736428922,18.29320692120143,14.45003844860692,14.768543901322582,12.788243600189569,160.57206554125435,166.1459788099337,125.43870420934208,123.22075660838948,32.59828343117134,35.14567333387511,113.5667500676031,118.06298766882794,132.99468452634878,131.91700885889426
161.07714398443255,151.88663518518288,37.6422449349059,32.745404840309874,44.0291474754839,33.7527080342485,153.9680594131489,153.13755532741268,123.90508154214967,125.19646782879312,35.556113311655345,39.45834871487956,105.0587123783941,104.5263377045668,131.09065296524523,131.38878237715412
163.28569521060777,151.87317835796662,54.272955667964254,50.86598255553067,76.8326121686137,65.69459385131964,152.8597518056389,148.28553567990326,123.66348716005852,124.7685940728211,37.14266371559231,40.06799695809041,99.29011571023702,96.42053909022808,126.43036390459817,128.1350034103248
147.09979504517983,167.94783955609662,81.11561086046314,59.326582345594346,107.1310238456466,102.0969839233191,162.05602281915023,157.17574691835648,122.93081976310977,123.84513342508036,40.95928688973819,43.61712283959411,98.5633237578148,94.83023883063515,116.50730093866454,117.65449191227866
134.27855658356052,159.60875492310927,101.76099566948832,96.84358397718428,126.9850920520334,132.35835823334378,165.42337207309433,155.881488073214,122.96101935777104,121.00803790519174,46.8651646994946,48.90579559550444,94.02455873360697,91.78730019134711,108.6011866605126,115.90581211813311
137.90153557180844,144.924313523021,112.57381098669586,106.81729673558011,138.30024331599486,137.84089754866432,165.5655319293099,159.90790625571256,116.7180054400969,108.23795281726096,57.052489598977374,68.06184298049767,83.7939904430701,82.78944556431367,98.22845851376024,102.88153930860108
