angle_left_ankle_knee_hip,angle_right_ankle_knee_hip,angle_left_knee_hip_shoulder,angle_right_knee_hip_shoulder,angle_left_ankle_knee,angle_right_ankle_knee,angle_left_knee_hip,angle_right_knee_hip,angle_left_hip_shoulder,angle_right_hip_shoulder
169.91165429726544,170.50726990513004,170.11468328383077,167.72675350706237,88.1529728703448,88.02399162488307,98.24131857307935,97.516721719753,88.3560018569101,85.24347522681536
166.02720567590174,166.05279138026862,165.6526811373933,164.34498855364268,86.54325194374944,86.10733239243584,100.51604626784771,100.05454101216726,86.16872740524101,84.3995295658099
162.8506500966466,162.11399584507157,163.34398198194793,160.46068852064985,85.58249525309799,84.7907286848937,102.7318451564514,102.67673283982212,86.07582713839932,83.13742136047198
153.52298580104443,155.87476932621502,154.2340122639431,154.32337754904358,82.29009734095722,82.51676428751409,108.76711153991278,106.64199496129908,83.00112380385589,80.96537251034265
147.34507412813517,148.42016698713638,149.16604743145666,147.86795688115237,79.8636645036465,79.72982799452438,112.51859037551134,111.309661007388,81.68463780696801,79.17761788854034
143.7266929001552,143.62146153573354,145.61694294374013,142.7869365455507,78.78978541837002,77.77171807549982,115.0630925182148,114.15025653976627,80.68003546195494,76.93719308531698
139.88573731784632,143.8666604059134,138.59773902393098,142.16848705116266,78.2150296691683,77.84155604644762,118.32929235132198,113.97489564053424,76.92703137525297,76.1433826916969
136.18038088258993,143.20484674923216,135.63122615760824,140.92683403135206,76.60726151430542,77.2478830345175,120.42688063171548,114.04303628528535,76.05810678932372,74.96987031663738
139.2473520140423,142.98679492273283,137.31790978115353,141.68289318635158,78.50353947972545,76.6324445763986,119.25618746568315,113.6456496536658,76.57409724683667,75.32854284001736
134.38028843255597,138.1055984942047,131.12759775395608,133.3326854205522,77.21439150513427,75.92263213192449,122.8341030725783,117.81703363771976,73.96170082653438,71.14971905827197
132.40247458680875,132.68061323395617,125.80436369396917,125.4238916913166,77.10262705251681,75.10639512658106,124.70015246570806,122.42578189262493,70.50451615967721,67.84967358394151
128.1226596146765,130.1127298606189,119.22599531395144,121.1091754915819,75.83638439753841,74.70322971172318,127.71372478286192,124.59049985110428,66.93972009681335,65.69967534268616
126.39670335832116,127.67428037256944,114.87119018600907,117.99179283239708,76.02925277020232,74.35951936040861,129.63254941188117,126.68523898783924,64.50373959789026,64.67703182023625
125.7604173959142,124.17843265859489,113.59863260601112,112.57231404270044,76.33720071394896,73.81042387561553,130.57678331803478,129.63199121702067,64.17541592404588,62.20430525972108
122.28921772109518,120.78157045810283,110.42352662915368,108.9069955791242,75.81305467555104,73.0945669055769,133.52383695445587,132.31299644747406,63.94736358360952,61.21999202659827
118.57328624678388,114.02925501361403,103.9047809239162,103.61125138335196,75.9239146259,71.02206963377088,137.35062837911616,136.99281462015685,61.25540930303233,60.604066003508805
110.74406834644986,108.5227144365489,97.94492862288288,100.52989758127327,73.78037032298458,69.33563251553304,143.03630197653473,140.81291807898415,60.98123059941759,61.342815660257386
105.07571968253114,104.15926027494449,94.85900321745314,97.900082824814,70.7414626545131,67.60967705691935,145.66574297198196,143.4504167819749,60.5247461894351,61.35049960678888
100.89115650395284,98.80827353640858,94.30265363161044,93.4476298011973,68.38639292028554,66.27066473743152,147.49523641633272,147.46239120102294,61.79789004794316,60.91002100222024
99.91711571055876,93.86750044933662,93.84781629342932,89.33323630421796,68.53026434021649,65.53462232909477,148.61314862965773,151.66712187975816,62.460964923087055,61.00035818397612
98.11618378969072,91.10190083219396,95.12801365316278,89.09411326542633,67.71977236228248,63.83678018478855,149.60358857259178,152.73487935259462,64.73160222575454,61.82899261802091
93.70301357392498,91.63905293147046,101.47963306741092,97.76322315987574,66.06508156878931,63.66531073102818,152.36206799486433,152.02625779955773,73.84170106227525,69.78948095943346
93.35881547047856,89.86911520137215,99.53749244314044,96.7827168046623,66.53682361216173,63.386856490189,153.1780081416832,153.51774128881684,72.71550058482364,70.30045809347914
99.7228812998757,92.99214768175842,113.27926628831298,104.844535415679,68.53054633183778,65.2893320499057,148.8076650319621,152.2971843681473,82.08693132027507,77.14171978382626
102.85322259444666,96.03069457240976,124.45819631327312,114.46237097508188,68.21877979454143,65.63713212217644,145.36555720009477,149.60643754976667,89.82375351336789,84.06880852484852
108.7007219890117,100.20842701634932,130.49935467837375,120.48697023136444,70.60495693117265,66.91454809965076,141.90423494216097,146.70612108330144,92.4035896205347,87.19309131466588
114.4067400348375,109.73764006467772,140.4650497989646,133.96264614339117,71.70964573971456,69.82207186347259,137.3029057048771,140.08443179879487,97.76795550384168,94.04707794218604
128.65208797374115,124.62419936318084,158.51045952758082,153.5428631391056,75.39078054071041,74.62921301569105,126.73869256696926,130.0050136525102,105.24915209455008,103.5478767916158
147.1682747514515,142.27805300623973,177.16901948852905,177.03783780904746,83.51932434819388,81.6527523355318,116.35104959674236,119.37469932929208,113.52006908527142,116.41253713833952
156.87036918234173,154.24707976632402,162.67319380071405,165.2286770880645,88.83439781795198,86.93238674061628,111.96402863561028,112.68530697429225,129.29083483489623,127.45662988622772
