angle_left_ankle_knee_hip,angle_right_ankle_knee_hip,angle_left_knee_hip_shoulder,angle_right_knee_hip_shoulder,angle_left_ankle_knee,angle_right_ankle_knee,angle_left_knee_hip,angle_right_knee_hip,angle_left_hip_shoulder,angle_right_hip_shoulder
176.236165045736,179.84458521860438,179.83679136945904,177.1312387476081,93.76767633979452,93.21259610405887,90.00384138553055,93.36801088545596,90.1670500160734,90.499249633064
176.3011912525223,178.83308941851385,179.6485702816917,177.47672659226365,93.51462632139152,92.42289574296233,89.81581757391383,93.5898063244485,90.1672472922204,91.06653291671216
174.0414879206461,178.34539487485037,175.39518573451377,177.6441095010992,93.32499482503412,92.72058022899914,87.3664827456802,91.06597510384933,91.97129701116648,93.4218656027502
171.83156126064404,175.63302781919992,172.44695620427095,176.38229857563303,93.36311271667206,93.54706266532172,85.19467397731609,89.18009048452178,92.74771777304512,92.7977919088887
171.90241262123214,174.8562217978649,170.4461338782231,173.4918379105437,91.96385866571843,92.6358308469438,83.86627128695056,87.49205264480875,93.42013740872753,94.00021473426509
169.63421616593436,174.868768777275,165.88631473064316,172.30013577413283,92.21944950572627,92.97692523432715,81.85366567166065,87.84569401160215,95.96735094101751,95.5455582374693
165.13943850485532,170.51075522588764,159.18999813444623,165.77379222515512,93.10164257018762,94.02459948800048,78.24108107504294,84.53535471388815,99.05108294059671,98.761562488733
158.37278730740948,165.26352902863883,149.62464896674663,157.8277734051528,95.19272318134078,95.621054646933,73.56551048875025,80.88458367557178,103.94086152200364,103.05681027041898
150.41275191948722,158.3299291509024,139.89482228709153,148.9997238424765,98.91667637532169,98.22703226391756,69.32942829480892,76.55696141481992,109.4346060077174,107.55723757234344
145.09099971650025,154.38890094420196,130.15504892972106,143.2194156492004,101.1789168918767,98.56943780726776,66.26991660837697,72.95833875146974,116.11486767865593,109.73892310226934
138.51330951172258,138.32987847196136,122.23204085923626,126.69145103319796,103.41623061302234,103.29505817504656,61.92954012474492,61.62493664700791,119.69749926550868,114.93348561380996
134.4706779215258,133.43911601413916,124.78115954953292,131.02044099203195,107.02703394524616,108.38471334366308,61.49771186677194,61.82382935780222,116.71655231723904,110.80338836577027
119.59285317982788,116.29629882918206,104.87416401687764,110.85689957531024,111.42380108175507,113.2531051804906,51.01665426158295,49.54940400967264,126.14249024470531,118.6925044343624
109.57226399901651,107.81142367602229,99.26932347745505,103.61984734551952,114.84754430940382,116.07622955191106,44.41980830842031,43.88765322793334,125.15048483096524,120.26780588241382
102.0345830999712,99.99963408357364,95.93819199076326,96.86013394530788,117.9484809247574,116.7712584915068,39.9830640247286,36.77089257508045,124.04487203396532,119.9107586297726
98.39437649828449,97.1365389321324,95.64314667590064,98.285532948202,119.06734363978148,119.08987365424063,37.46172013806599,36.22641258637304,121.81857346216536,117.94087963817104
98.673641613291,98.96772856368014,106.844710721125,112.9721734236608,120.90386922276518,121.29730491782412,39.57751083605617,40.26503348150429,112.73280011493118,107.29286005784348
95.6237429393569,97.67579540801388,102.51954147065172,106.66443581921102,120.07589221593904,117.40108095878286,35.69963515529596,35.076876366796725,113.18009368464423,108.4124405475857
98.11364825681449,98.3767980122995,109.3286116823312,113.45482806185186,119.4249616205455,118.53439459622425,37.53860987735998,36.91119260852376,108.2099981950288,103.4563645466719
102.19954032520924,103.90157272430156,120.36749413814287,126.77966752296616,117.6063699314042,119.4204385047139,39.80591025661342,43.322011229015445,99.43841611847056,96.5423437060493
111.12761317127672,111.7998736145522,135.18295372969556,142.37823341174467,115.87592475498263,118.39523266597313,47.00353792625934,50.19510628052532,91.8205841965638,87.81687286878064
119.89217102412874,123.24037907510689,152.72840252631804,158.08661368809084,113.69212102811912,115.84921287567286,53.584292052247854,59.08959195077973,80.85588952592981,81.00297826268887
136.1384383568422,140.37577004503513,173.941484026982,178.5458311388558,108.69202365267591,108.43690765243043,64.8304620095181,68.81267769746553,70.88897798253618,70.26684655860966
149.60058453114536,157.43039125810628,155.46988032003748,154.22408834066073,103.65422424820756,101.01626273680176,73.25480877935291,78.44665399490806,48.72468909939041,52.670742335568775
,,,,,,,,,
