angle_left_ankle_knee_hip,angle_right_ankle_knee_hip,angle_left_knee_hip_shoulder,angle_right_knee_hip_shoulder,angle_left_ankle_knee,angle_right_ankle_knee,angle_left_knee_hip,angle_right_knee_hip,angle_left_hip_shoulder,angle_right_hip_shoulder
164.49079276943826,167.2483807523561,175.81503749318097,178.44604633435972,81.64777733513098,83.31094287120033,97.15698456569272,96.06256211884424,92.97202205887363,94.50860845320348
165.3130847318149,166.7225284993915,176.851125565922,178.77294473495652,81.289107500135,82.20471566042046,95.97602276832012,95.48218716102896,92.82714833424212,94.25513189598564
165.50026505877835,165.12274164028344,176.31246369321897,176.92826116872524,80.99695783525318,81.55630761035054,95.49669277647486,96.43356597006712,91.80915646969376,93.36182713879236
164.71742869766615,162.48249360585515,175.71550262908232,174.74614386021855,80.2369179935318,80.15362236634788,95.51948929586568,97.67112876049272,91.23499192494783,92.41727262071132
164.22524173561894,160.13406087640803,175.16666088079432,172.4613682509808,80.03314795756081,78.91967832739815,95.80790622194188,98.78561745099012,90.97456710273624,91.24698570197091
162.92666997407284,158.28227343883393,173.38382374536275,169.60208642613054,79.45490264171715,78.69119466318551,96.52823266764436,100.40892122435156,89.91205641300714,90.0110076504821
160.50118711173394,158.36120416240692,171.53982268906887,168.46014820633394,78.53986278814429,78.84894426173322,98.0386756764104,100.4877400993263,89.57849836547928,88.94788830566026
163.19313443436846,161.05443712771395,173.05079340445835,168.68509107604973,79.14258418532884,80.04381763190509,95.94944975096038,98.9893805041912,89.00024315541874,87.67447158024086
166.4537884815842,165.09707528971347,171.32038475761962,168.46756243894427,82.00189724835191,81.63091678212551,95.5481087667677,96.53384149241204,86.86849352438729,85.00140393135632
168.4565035882521,166.55515538009033,163.4752490758478,161.38466259083955,85.24913819866256,84.25211001858908,96.79263461041045,97.69695463849877,80.26788368625826,79.0816172293383
166.45618823542532,165.84333735234034,152.72427986545927,150.5949154219464,86.9854152993483,86.49058714446622,100.52922706392302,100.64724979212588,73.25350692938228,71.24216521407232
175.3969885540211,172.69161320696358,157.50239878227887,154.3899381933982,89.0558582241159,88.86812241328441,93.6588696700948,96.17650920632089,71.16126845237363,70.56644739971904
173.65193396878612,171.9274878614918,142.86950022601286,140.4483321691805,90.51173523486274,91.08856999156352,96.8598012660766,99.16108213007172,59.72930149208946,59.609414299252215
176.57791895430395,173.24136619961936,136.88377689342155,133.99094718544313,93.50946245511452,92.45987019451256,96.93154350081046,99.21850399489324,53.81532039423203,53.209451180336366
