angle_left_ankle_knee_hip,angle_right_ankle_knee_hip,angle_left_knee_hip_shoulder,angle_right_knee_hip_shoulder,angle_left_ankle_knee,angle_right_ankle_knee,angle_left_knee_hip,angle_right_knee_hip,angle_left_hip_shoulder,angle_right_hip_shoulder
178.77187172493268,177.5690660868454,174.69344997020838,174.18051150546933,88.52354416505125,85.33053187393692,89.7516724401188,87.76146578709161,95.05822246991046,93.58095428162228
177.1854387581776,176.55089480943147,175.79026817772478,173.84301390457674,87.99327879969559,84.91685637062257,90.80784004151796,88.36596156119097,95.01757186379308,94.5229476566143
177.35602358569182,176.01103194726923,175.10731346415537,174.03251357836288,87.4231125390327,84.91518303880251,90.06708895334094,88.90415109153334,94.9597754891856,94.87163751317036
174.39204309059315,173.66251769126717,177.58193164515114,174.31078078176537,86.44741069796986,83.46925274080374,92.05536760737678,89.8067350495365,94.47343596222584,95.49595426777104
169.4997064724091,171.4981734259919,179.91252173841957,176.1787362987948,84.0725471756982,82.63155297994943,94.57284070328916,91.13337955395762,94.66031896486852,94.95464325516292
172.35314147360364,171.22664405122953,179.70805916972125,176.96289765352506,85.71143901950286,83.0191387147435,93.35829754589922,91.792494663514,93.65023837617726,94.82959700998892
164.17543769658755,168.49615737537314,174.66697507988437,179.07821594654746,81.3915251027383,82.31422802809291,97.21608740615076,93.81807065271975,91.88306248603514,92.89628659926755
166.55707954733032,165.5674523301043,171.7217500345432,173.0939017731684,83.88165204766166,82.0190157381135,97.32457250033136,96.45156340800924,89.04632253487458,89.54546518117769
172.21404982385008,166.88564011258546,178.36173367124988,175.48609203654146,84.24818407549749,81.36605454582006,92.03413425164749,94.4804144332346,90.39586792289748,89.966506469776
167.46593459239213,159.02675396559042,166.66922321504427,163.26596950176005,83.80650996532661,80.3013718421525,96.34057537293448,101.27461787656206,83.00979858797866,84.54058737832213
161.18889245770873,150.99199525561633,157.7090850555573,150.49700731749434,82.06182290107738,79.00492370080832,100.87293044336865,108.012928445192,78.58201549892595,78.50993576268633
153.95643359112808,142.98616818964703,142.56093386542153,137.0766461038364,82.56741635593612,78.03083000354164,108.61098276480806,115.0446618138946,71.17191663022957,72.12130791773099
150.4872478966786,138.5325919978851,130.42768635633774,126.5065479647331,84.05708150095221,78.59099487382578,113.56983360427364,120.05840287594069,63.99751996061138,66.56495084067377
146.7871771038603,139.58018491232633,119.73182899135124,118.83718946665589,84.64863423777871,82.63908515391526,117.86145713391838,123.05890024158892,57.59328612526966,61.8960897082448
143.15339687100067,136.01345573732172,113.07444927862804,111.40699285709204,85.31630739662575,83.16054518123049,122.16291052562508,127.1470894439088,55.2373598042531,58.55408230100083
137.485771380816,129.12527308984488,106.08171141451558,102.03041402207216,83.1764009946245,81.86974911338814,125.69062961380853,132.74447602354323,51.772341028324114,54.77489004561539
129.6100999490224,122.46895985465645,94.4594900145582,93.2478962185086,82.15216785646865,81.30167784217983,132.54206790744624,138.8327179875234,47.00155792200443,52.080614206032
