angle_left_ankle_knee_hip,angle_right_ankle_knee_hip,angle_left_knee_hip_shoulder,angle_right_knee_hip_shoulder,angle_left_ankle_knee,angle_right_ankle_knee,angle_left_knee_hip,angle_right_knee_hip,angle_left_hip_shoulder,angle_right_hip_shoulder
177.57073779378317,173.0541860612133,176.86693685771183,175.5763886005723,84.03610470713129,84.47311116640343,86.46536691334798,91.41892510519013,89.59843005563614,86.99531370576247
176.8315906968163,172.07521659451325,178.98137670182217,172.4586916465484,84.6146701466217,84.62968717199075,87.78307944980537,92.55447057747747,86.76445615162775,85.01316222402585
175.95907241132608,171.44242902539912,174.06508761823778,168.80445194614958,85.298488577386,85.16550234440174,89.33941616606005,93.7230733190026,83.40450378429782,82.52752526515219
176.46586847034942,170.1520283020815,169.06957353001314,163.21390092354176,86.02314911166869,85.77532867239307,89.5572806413193,95.62330037031155,78.62685417133247,78.83720129385331
177.10207024629022,168.10705813402006,164.78077086780047,157.12457010858932,86.41427684560536,86.11798251963238,89.31220659931513,98.01092438561236,74.09297746711562,75.13549449420167
176.10279982860752,167.94485749670736,156.57084812615463,149.8708650492321,87.49872227024828,87.32916704549744,91.39592244164066,99.38430954879011,67.9667705677953,69.25517459802218
170.8997635850771,167.20897257171404,144.00904354183498,138.88482250584718,87.08062367855331,89.4038085210678,96.18086009347618,102.19483594935376,60.18990363531116,61.07965845520092
171.9480479358914,167.05459162503865,138.2694427023525,135.35582177416197,89.57828413030688,89.32365860081579,97.63023619441556,102.2690669757772,55.89967889676807,57.62488874993915
159.72629421273518,161.3723292928131,119.91181840625504,118.93149197511607,86.63232026450433,89.38720839769914,106.90602605176912,108.01487910488603,46.81784445802416,46.94637108000211
154.14968228100437,155.62774944712456,110.52017366633412,106.08510337852027,85.0540496421916,88.52862363569776,110.9043673611873,112.90087418857324,41.42454102752142,38.98597756709352
144.28416381327713,149.85357909358228,95.81781339326798,94.6627164844926,82.29858443679527,87.97879873935008,118.01442062351812,118.1252196457678,33.8322340167861,32.78793613026036
133.22191462201158,140.54422194385734,80.10103119131847,83.541129422894,80.80938380514213,86.21805515228834,127.58746918313058,125.673833208431,27.68850037444903,29.214962631324987
129.43304730507046,135.05681061555066,73.05954334827712,76.24424181133843,80.48301066268316,85.19428850200086,131.0499633576127,130.1374778864502,24.109506705889835,26.381719697788625
122.01114725019328,126.00887885307996,62.61554859817337,67.49036797721075,80.55388992972745,83.11992214434139,138.54274267953417,137.11104329126147,21.158291277707537,24.601411268472187
116.2050611497658,120.29657700748857,53.354635219799846,60.69510479542906,80.6440554507676,82.95941201869687,144.43899430100183,142.66283501120836,17.793629520801666,23.35793980663738
113.70178027022465,116.71180320112644,49.43197490463305,56.26886112677384,80.30070891046638,82.33143948369019,146.59892864024175,145.61963628256376,16.030903544874796,21.888497409337592
112.32815792338693,113.18776903382428,46.6864764403506,51.17417496394645,80.43058737537628,81.20157869785716,148.10242945198934,148.01380966403286,14.78890589233994,19.187984627979343
109.91487500929472,113.26449961272894,46.374450404422966,53.136901689814096,79.91447531488296,81.30263354409477,149.99960030558825,148.03813393136582,16.374050710011204,21.17503562117993
109.18870352196582,109.53260851451948,51.85846914665059,55.14709036146037,79.84462916099103,79.81866726476035,150.6559256390252,150.28605875024093,22.514394785675798,25.433149111701272
109.50143428923732,107.87000789270084,63.04765663541366,62.29120985952019,79.24404531349862,79.26011969116368,149.74261102426132,151.39011179846284,32.79026765967497,33.681321657983
107.14560955305068,104.7237006018774,69.37940390648002,70.17228683826637,78.33390000518398,77.19406715144648,151.18829045213326,152.47036654956906,40.567694358613295,42.64265338783543
113.49201944766963,103.49720499585668,92.0198335764276,84.68959457524687,76.93166677492539,74.96919211756199,143.43964732725576,151.4719871217053,55.45948090368334,56.16158169695217
113.93111752761972,107.21667080403648,103.82862886585444,99.4814939505025,76.2456188683312,75.42399666843139,142.3145013407115,148.20732586439493,66.14313020656593,67.68881981489741
