angle_left_shoulder_elbow_wrist,angle_right_shoulder_elbow_wrist,angle_left_shoulder_eye_elbow,angle_right_shoulder_eye_elbow,angle_left_hip_shoulder_elbow,angle_right_hip_shoulder_elbow,angle_left_hip_shoulder_eye,angle_right_hip_shoulder_eye,angle_left_ankle_knee,angle_right_ankle_knee,angle_left_knee_hip,angle_right_knee_hip,angle_left_hip_shoulder,angle_right_hip_shoulder,angle_left_shoulder_eye,angle_right_shoulder_eye
137.89925732840294,150.48693477179316,82.00096975875503,103.9603966624352,90.68717904685836,97.40897851389089,137.73564625627117,130.16746753106574,81.64777733513098,83.31094287120033,97.15698456569272,96.06256211884424,92.97202205887363,94.50860845320348,50.70766831514481,44.67607598426921
139.34826327394973,148.72947671405535,78.30022129028251,98.17646091256844,84.83115548512514,92.4337530095238,138.41926694826756,129.8365251649767,81.289107500135,82.20471566042046,95.97602276832012,95.48218716102896,92.82714833424212,94.25513189598564,51.24641528250965,44.09165706096238
138.5823006317405,148.0788103487712,72.33474449060357,92.31496752834651,79.2696125424292,88.07552079427363,141.14530399883483,131.04307480774725,80.99695783525318,81.55630761035054,95.49669277647486,96.43356597006712,91.80915646969376,93.36182713879236,52.954460468528566,44.40490194653958
140.60649321384915,148.89804838722404,66.58074198568124,85.9638497112415,73.59672467740904,82.88086472204476,144.0924943912986,132.0513212837506,80.2369179935318,80.15362236634788,95.51948929586568,97.67112876049272,91.23499192494783,92.41727262071132,55.32748631624645,44.46859390446193
137.60195134355106,144.97145652686729,63.06520046960312,79.13705406739679,63.9316471864095,74.15154602461669,140.65527430163723,131.50343212042154,80.03314795756081,78.91967832739815,95.80790622194188,98.78561745099012,90.97456710273624,91.24698570197091,51.62984140437347,42.75041782239243
139.64096310211022,144.61896922179395,57.07360069470994,70.2472487181902,53.95910221294472,64.14844586289112,139.8898054299993,130.82336483284746,79.45490264171715,78.69119466318551,96.52823266764436,100.40892122435156,89.91205641300714,90.0110076504821,49.80186184300641,40.83437248332957
143.83212164148978,143.76193123004998,59.472038080306696,62.7982124423179,45.48129846221593,52.75404633327382,130.61410467185252,130.96420139406402,78.53986278814429,78.84894426173322,98.0386756764104,100.4877400993263,89.57849836547928,88.94788830566026,40.1926030373318,39.91208969972427
145.33586148087593,145.4466651711477,52.52839474353837,54.27111505052181,33.10139698533274,40.27842081979208,129.8325486295934,128.17923528892425,79.14258418532884,80.04381763190509,95.94944975096038,98.9893805041912,89.00024315541874,87.67447158024086,38.83279178501211,35.8537068691651
150.6462939113622,152.64984818593842,45.29838175626945,42.80036656031089,21.80936544472001,27.631614572503093,124.22448527293058,133.04456116202314,82.00189724835191,81.63091678212551,95.5481087667677,96.53384149241204,86.86849352438729,85.00140393135632,31.09297879731785,38.045965093379465
160.91190730559887,161.67246715745657,36.74131137115186,32.66726199389646,13.103081939459978,14.517045440224004,127.5285727747262,136.4113492149958,85.24913819866256,84.25211001858908,96.79263461041045,97.69695463849877,80.26788368625826,79.0816172293383,27.79645646098445,35.492966444334066
160.57628414765182,162.5754532098291,26.080636185229004,19.695564001232235,0.8130930160283555,0.9827785371741125,129.90913385472186,141.64082017432156,86.9854152993483,86.49058714446622,100.52922706392302,100.64724979212588,73.25350692938228,71.24216521407232,23.16264078410411,32.88298538839385
164.16702111789647,168.27644010963192,12.83164387441576,10.693336475847577,25.13812511954789,22.04357282284994,131.60490659540815,137.82743063688957,89.0558582241159,88.86812241328441,93.6588696700948,96.17650920632089,71.16126845237363,70.56644739971904,22.7661750477818,28.39387803660859
176.6654356994528,176.19442401008232,4.914865157537124,1.317199823969796,30.124870873643054,31.741088419733916,140.87128979358414,145.8114618748113,90.51173523486274,91.08856999156352,96.8598012660766,99.16108213007172,59.72930149208946,59.609414299252215,20.600591285673595,25.420876174063537
177.1300093613229,179.38165681209904,1.163971810573044,5.018351847794435,38.88583245563952,43.60509702673962,143.2417284394591,145.79512513016584,93.50946245511452,92.45987019451256,96.93154350081046,99.21850399489324,53.81532039423203,53.209451180336366,17.057048833691123,19.00457631050224
170.07160001249687,176.83409743941243,7.29738650711565,14.928525029235235,47.46557786468726,52.97601692897563,146.50757830772628,153.14152554206404,94.8656447624582,93.58317206712113,98.92417136552154,100.3806786783711,46.84251927371295,44.6503770530862,13.350097581439204,17.791902595150205
171.8930028493937,170.1258056313824,16.02868199084597,18.581125846511924,57.5561715791995,60.76922396188966,151.875043849129,152.54169244891088,94.56223387125662,92.51001626549304,101.57986085016896,103.56891636093266,39.68553514565581,39.88727485720466,11.560578994784803,12.428967306115489
169.01318379557614,174.82463499776642,15.89084500713892,20.9038479193028,63.64939667928634,69.13224254995797,147.5647671300794,149.01374912853308,93.57172155513132,91.45472178288652,104.5791036368882,107.84868769209598,35.46145019696053,35.394949369386964,3.0262173270399355,4.408698497919944
175.9658251929698,172.93551762641488,25.752803457337794,22.9341383935298,76.87990216372056,78.45461887248507,147.73102034705886,144.98033053359882,94.30397079629238,87.86070896089886,103.04122729344212,113.142384560491,35.30410354000211,36.45196554409432,3.0351238870609474,1.4322960776928355
173.4157796085309,170.68316312571693,30.55817471770836,21.816486710478262,77.40568475401284,78.87094543882866,155.7105812646009,143.57857712049588,90.74162022085218,83.68596362972228,107.95280906008098,119.70783840737067,32.0050723672648,35.207652520650264,7.715653631865692,1.2137703588541269
171.0768727245797,172.02597975926145,26.277016443118704,21.77086376783668,75.49090630047634,75.91678210089422,151.17617467307994,145.90072862916347,83.02194776416309,79.99530012543994,119.17399582508176,125.09580195359732,33.84352566139266,33.96825499026796,5.019700334472637,0.1310163805696226
173.94135539102467,172.50543863066912,25.49618529440298,19.7728182153872,63.69008808291547,62.71564655832172,160.10955185985375,153.1341381421221,78.68495492436587,75.77562512325281,127.46318465725278,129.82571074162402,29.142210902709333,29.668839775991724,9.251762762563027,2.8029779181138963
179.3049979243745,176.08495030766355,21.502709934190616,19.343408609995752,49.98918408489412,52.46185583039442,168.0680128342854,162.75543039649767,77.05328789303049,71.77539525518996,128.62136673626395,132.98715977822252,28.78487743050648,30.60925740886931,16.852890264791927,13.364687805367016
174.72460503415027,179.4104623086623,9.080104787485704,4.9514139169873,34.75569757162762,29.18931111244568,161.5277052000462,159.67849072612455,70.0718366891518,66.90064735404923,137.20879146675742,139.61212913697673,36.6826489027004,36.83135059745232,18.210354102746592,16.509841323576932
170.6777419302596,173.84117894465953,3.2098216923194176,8.308886453633798,25.09142034288808,15.245404766915662,149.31570515264164,149.89582814516584,68.53002616335185,62.64573501279511,134.9619819145822,140.537724396448,53.59054488765383,54.11080823308486,22.90625004029545,24.00663637825071
173.0519618664501,169.81433970821234,22.681419038629464,23.518672677168325,21.46931969951456,28.835721224978084,161.80478232557292,167.04111139226683,65.12204892099291,60.60620345919076,148.98864292831456,151.64809801582763,50.80103317463193,49.26757564193942,32.60581550020489,36.30868703420617
160.03293284882736,170.08737342158207,40.218252282878645,39.94294669176616,54.61536854661398,54.175550302454354,163.75563336443858,165.73590439262915,66.17040924344653,61.095115437256666,142.36437725737576,147.20785325811244,61.05565568985976,59.7834428324966,44.81128905429832,45.519347225125706
139.63333944596246,146.14891328659502,42.32603133001653,47.94473688717412,71.21877550307076,84.22619500970265,172.3350400140315,177.63573065259152,67.35538425145108,61.10089832409672,137.75828694897876,144.16685978958947,64.11374400698503,62.1924695104443,56.4487840210165,59.82820016303586
158.36106340164116,161.0142441008116,72.04657346155793,66.294424893137,109.55507132661673,115.44616709833412,170.41466034514298,175.28212458524533,68.8437969056749,64.14781957788371,134.60439862025788,140.90789389154298,72.56800451959491,68.18191213123754,62.982664864737885,72.89978754599227
150.80522863615008,154.85337558406945,103.4912985045462,98.06998718902732,132.1288903100157,137.74399041502716,167.8592901200346,177.4028950627469,70.86141347290004,66.84754009389688,129.8554608182099,134.08251555733725,77.5008099876326,74.61452352061268,65.36010010766714,77.2116284578658
152.04480812576608,150.96003414855667,123.80072137888745,122.17528988420165,147.95700691941286,147.90081624039516,170.60062884522242,175.48800469431774,73.12930001968024,70.81038701409693,115.50421455208362,121.47036095205384,88.15528463351353,85.15680257701763,78.75591347873593,80.64480727133535
16.76151006445101,149.91699866532292,157.7599525010811,160.07922623726745,165.00570499452647,161.54278866084465,174.81964789984795,170.37025277093193,76.76823864655245,78.04576144463206,101.76633432033026,106.5405593095664,99.73970210056896,97.1097904102054,94.559350000417,87.4800431811373
160.62714737767405,161.30563112427893,165.93988354295007,154.9083874765397,167.32369776830643,162.46641417182025,172.03415267678116,172.06420325315094,86.64211010240362,89.03962964449133,95.32627815172172,94.1817730877106,110.43156323098763,109.62024424738748,102.46571590776878,101.68444750053844
77.87895124519311,33.75453081637674,14.517995874862464,28.207294495095734,116.19014337136684,113.3981656991028,126.5061575425472,127.63585898110176,140.64437789517092,134.52682430659542,8.21460690480047,11.636637691585802,88.80227181173913,101.57874587510356,35.30842935428632,49.21460485620533
167.02134124049158,167.86836883967925,19.713919899931916,3.173415319623855,170.38500705429652,168.1195760353536,154.72586876830394,165.84885370691387,71.88356871333202,66.11790898219473,98.65076365403252,103.3308903293178,120.94963570941827,119.98519240322238,146.22376694111438,134.13633869630854
162.24943403395102,178.8430875071214,161.6407349470378,167.5135848030077,170.4355647332067,158.30564399139303,164.99146027502232,154.46046810106515,57.80676450241042,53.0890467835907,117.8019579284751,124.72833575256377,134.07661006391473,135.1188141031265,119.06807033893708,109.57928220419166
179.07492975496834,176.11237993834663,163.77527654310788,139.64173130692288,155.34017559665594,152.22250100810427,161.63998592553568,162.40145730737595,57.2429521943972,50.1310986449346,140.60842120007734,144.03288942840942,136.68832812320673,136.77107177861205,118.32831404874236,119.17252908598796
172.14710485981192,179.1624510432126,126.92267622440356,79.54714696099276,148.27224615104407,138.26613320846442,160.25595510102755,152.02153267662226,62.63491984063186,58.562702896576376,162.4612025399637,166.65269572893823,138.12065655164577,139.9675257396663,118.37661165267332,111.98905841628856
178.7480467842816,160.72375648484996,81.76584986272135,68.57130371207721,125.01906596563134,112.7639079327523,146.3451203707001,149.66469994866245,84.10171808881576,80.13375641794387,169.5722604959979,169.4532730788871,141.2744197600443,141.17787253198003,107.6195401307444,110.84257248064252
80.52639865132525,151.41121642101606,49.09725428203933,68.13143583265116,85.60973801567877,91.1201638260426,142.2265826536352,145.69881601626835,107.7160725183028,106.107447975184,147.68973901474016,143.8304080974399,145.72828943290642,144.49732227866838,107.95487208654164,110.19613829493674
138.3163952941252,149.41441892128222,29.36465193600427,58.22194642491928,28.09457981269772,81.13881150164967,137.97041927882563,148.27124960117868,140.3871537282456,131.8904237068106,121.69018479645888,118.9877544847118,146.95800266933267,145.7939962030748,104.92842194815832,114.06524580425352
121.54802425602811,143.56702980033216,30.008837069651644,48.59871916474709,19.201396695836102,66.7726936970577,138.68155069277836,158.850087730318,140.37538123586137,155.5847980925053,80.0891461994819,97.19681511336172,151.6053621014352,152.5575887891852,110.28691279421352,131.40767651950318
136.07936723899704,133.73148469980302,38.80797947593641,53.24491167233719,31.216604861272668,53.86921195387763,141.87246212622486,150.50096551484003,178.82023549215916,179.2545672905677,83.72318495924127,81.00457126709382,162.5030512500695,164.76240288310186,124.37551337629432,135.26336839794186
120.3179518526683,121.74729326131109,28.300485098935123,37.50203338774092,12.965002672686673,42.02679767554327,139.5429118086843,161.84282389577996,157.92437938281333,156.38106364192492,66.41424887932746,61.0420419041935,177.46897369978203,176.6611030740097,137.01188550846635,158.50392696978972
122.56114081333418,114.4407607939014,26.85825742126802,22.22775614025295,25.96812989103221,29.57571989638351,155.3336341204196,172.97563742749512,133.32100874301068,133.58383894478726,48.38091180361901,36.55141775678018,167.54249978140635,167.9383191853974,167.7911343390132,174.96268175790226
116.81192995703992,98.3130967196517,41.75610241814148,17.005061154674213,33.03071946299707,21.7639182965066,150.31425769727966,176.17798128722382,119.76850091279202,116.3843761368933,25.9556203973747,14.111348893836452,150.73477067876306,152.58278991575736,179.57948701851626,156.40480862853352
