angle_left_shoulder_elbow_wrist,angle_right_shoulder_elbow_wrist,angle_left_shoulder_eye_elbow,angle_right_shoulder_eye_elbow,angle_left_hip_shoulder_elbow,angle_right_hip_shoulder_elbow,angle_left_hip_shoulder,angle_right_hip_shoulder,angle_left_shoulder_elbow,angle_right_shoulder_elbow,angle_left_elbow_wrist,angle_right_elbow_wrist
160.40403611571193,173.57648777543506,4.408083962231446,8.129675933465311,26.33451821207264,43.57328672359522,62.20525877254514,64.46632580786873,144.12925943952752,159.1069609157265,163.72522332381558,165.53047314029138
169.829324160871,168.1122557602771,5.240997435010207,20.22465018283768,47.20905297353973,61.579621975624015,59.81241302822113,59.93771306466478,167.39663994531864,178.3580910890409,177.56731578444771,166.47034684931782
165.37763039448797,167.72617800781867,8.540789406531994,28.627617830345223,61.83676855335538,76.81520103563551,58.45095770432765,57.02441660928197,176.6141891509723,160.20921557364647,161.99181954546023,147.93539358146512
166.81703858093096,168.3467492423462,13.19988939669772,36.94512737339991,76.61051187389567,87.5677386809873,56.85405633858007,54.9142013930603,160.24354446468442,147.34646271207302,147.06058304561537,135.69321195441918
169.31043152207283,164.10540176600554,17.97656112607597,39.70220143068189,86.22920129212449,87.6643923502407,54.22147895058128,52.68781671652223,147.9922776584568,145.02342436628152,137.3027091805296,129.12882613228706
155.68596726204603,161.50284866996387,18.44763933183472,36.04446799976488,79.3832548714447,82.11723489559526,52.73263630793452,52.52987275940893,153.3493814364898,150.41263786381367,129.03534869853587,131.91548653377754
160.00870333631954,165.48365815365213,17.441734368649634,29.518045922259677,60.81396241191749,69.36769978166615,47.36297380469713,50.8997695507188,166.54901139277962,161.53206976905267,146.5577147290992,147.01572792270477
159.4917197153603,164.74401422554735,13.76060941287845,18.49957083625984,38.364866258961726,43.185091444294464,46.24071821244353,49.533829546168974,172.12414804651817,173.65126189812543,167.36757166884212,171.09275232742192
169.5391831207158,167.5060165587402,0.5091982512251848,4.461094142693277,22.352553737024984,14.185814981065342,54.77266578528841,53.00242917092516,147.57988795173657,141.1833858101402,158.04070483102083,153.6773692514
163.46255694245465,171.8844848370019,20.11398682118504,14.079112734835824,22.90787647870608,23.371943234623654,54.37319035729816,54.41257613708855,102.71893316399574,102.21548062828782,86.18149010645037,110.3309957912859
144.4309806169815,163.90375225739342,27.31081182999267,25.39227774095087,35.27393288496829,44.15381703975711,60.43343943789001,61.06224786864344,84.2926276771417,74.78393509159946,48.7236082941232,58.68768734899285
159.17679926764237,159.24636144886358,47.0658115333564,35.285536903446875,74.40923464019788,78.55711023697816,65.01399054565594,64.26713490919414,40.57677481414618,37.17575485382771,19.75357408178851,16.422116302691258
145.73947459057533,152.8419284362579,65.11133534809206,50.28611210076931,102.75420621884314,107.26011210528615,69.70870885220161,69.50681567136436,7.537084928955248,3.233072223349493,26.723440480469428,23.924999340392656
150.64875859772067,131.93000593748485,82.88133442065845,73.6316363485591,130.78495701864983,128.8229399887458,77.27373099074475,76.56441108285446,28.058688009394537,25.38735107160024,57.40992941167389,73.45734513411539
134.81994377393318,119.22292268695423,88.29504232827419,88.34446445452141,140.53844519750737,139.3095719369124,88.53814709835126,87.68173763949058,49.076592295858624,46.99130957640295,94.25664852192546,107.76838688944872
148.9617949499893,113.88644328235864,21.45640119934325,87.19877633953446,149.88454592380705,138.08906611720425,105.96209510801182,102.53983448239244,75.84664103181886,60.62890059959666,106.88484608182956,126.74245731723803
158.17314973987055,117.5573513966167,19.41855152661261,63.152561849637934,158.15821462657047,126.0871831972972,122.10179357166646,117.60803515389428,100.26000819823692,63.695218351191485,122.0868584583664,126.1378669545748
169.578410219625,100.93290501007348,13.519307302477817,38.87707318010243,168.7303419736768,93.5802871868589,135.78984807249253,130.99775793772153,124.52019004616936,44.57804512458042,134.94177982654435,123.64514011450692
116.08144669842602,99.2401153140969,25.097811401286386,30.822978335795653,123.35443496443496,65.8423780306135,144.43453048419073,143.47969694609105,87.78896544862572,29.32207497670453,151.70751875019968,110.08195966260764
168.42738881326088,100.9513754175781,25.6966030779,17.11920650227841,116.88952196331,46.06394483619792,156.36123154873,145.3907849344675,93.25075351203998,11.4547297706654,104.82336469877906,90.50335435308727
162.39261013040127,116.26999901179111,31.17577053253884,14.956838469450346,94.31055533872762,41.16045528867132,152.91223431917058,147.50096017109075,67.2227896578982,8.661415459762024,84.83017952749697,72.39141644797098
139.8958861431831,126.52410504060124,27.055268664425174,17.43994058846769,63.61717617946214,39.38557526489295,155.77173536877032,153.0323960876891,39.38891154823246,12.417971352582034,79.49302540504935,65.89386631198086
132.19852341266918,130.03281764777776,25.44096887512135,21.56884438168377,43.55628157310062,36.54336577958789,165.7056848040279,161.49406569219803,29.26196637712848,18.03743147178592,77.0634429644593,68.00461382400817
144.68007980363538,127.249354232485,30.409853382715436,20.294758646574973,52.64935724710576,33.46643907984872,168.26085886098878,170.27923994540532,40.91021610809455,23.74567902525407,76.2301363044592,76.49632479276906
150.19622078638503,122.74220984611743,34.08249534720133,21.16609879366379,48.98033402740964,29.41813189594065,175.2892149371767,174.03307435679318,53.69111909023284,35.385057539147404,83.4948983038478,92.64284769302996
150.96806620426673,118.01541698471118,26.180803223201647,16.120205874427885,42.11062653962147,20.048732259977808,158.56993736310798,154.10308351460677,63.540689176513474,45.945648745371045,92.57262297224672,107.93023176065988
162.41387980433427,103.907642857842,8.92220754292818,10.134253439127813,32.37663877826012,8.807813980367298,136.15273202597103,134.976480328514,76.2239067522891,53.83133365185336,93.81002694795484,129.92369079401135
155.8338009522127,98.4558900383514,8.356632841443329,2.2712812622321508,32.632469812035055,5.268465345551603,114.41287468734576,108.64032845399802,98.2195951246893,76.62813689155364,122.38579417247662,158.17224685320224
110.07365483568938,93.05133929866872,13.898182399512171,6.554386459393523,6.479674997887924,1.9470632029634944,55.14244955990499,80.35110470142752,118.37787544220706,101.59595850153588,171.69577939348235,171.4553807971328
11.779964748791196,88.75741634891982,0.2636810835536102,6.4238536170829255,14.9183844353184,1.8820870760609036,58.34074149257479,60.68701009889787,106.74087407210682,121.1950769771631,61.47916117910201,147.5623393717567
0.277789201853021,76.76570553533348,0.6362705399647134,5.594957450818636,19.44305467228191,0.1421343346994122,37.5475221802433,42.0545038860417,123.0094231474748,138.08763044865938,56.71278765067299,118.67807508667411
97.4498972573572,67.02412397932893,18.509931764973945,8.287514865663868,8.808900792611778,3.186056734385546,19.4314133799711,24.755446065147943,169.37748741264073,158.43061066923758,108.0724098447165,88.59351331009135
87.83148649166105,62.64616358550647,24.43320029825232,13.611633483252575,8.21936327998466,4.8357872495905445,0.4376100194969939,6.55680253242732,171.3430267005179,178.2789847171633,79.17451319217894,64.36717886834322
93.44590797526942,71.62771548921687,27.67329174687776,19.26650037493751,11.45965524669574,4.716672828466928,20.51201132719405,13.514236620110085,148.0283334261102,161.76909055142292,61.47424140137961,53.3968060406398
95.0978424638504,83.41344189306574,31.85020419534595,30.431427548475728,10.140751971849657,2.2304718492732767,42.00765554727933,35.613720334838426,127.85159248087103,142.15580781588858,42.94943494472143,45.56924970895432
93.59812509917792,90.00255891174935,34.9828499322683,25.002640014215007,21.60399266788077,7.595703802096975,53.84394289651768,48.48411455176221,104.55206443560157,123.92018164614078,18.15018953477948,33.92274055789013
92.8337854145645,98.4861182151562,32.967502376231515,22.114130752678143,14.261458080562866,10.186193094263997,59.09618055115206,54.27483237505515,106.64236136828508,115.53897453068092,19.47614678284958,34.02509274583712
102.72891329752984,105.59184982349583,36.98985328451964,30.061895365253964,15.58265879876098,8.57123232471252,63.67206393217118,64.37874487331091,100.74527726906784,107.0500228019766,23.47419056659764,32.64187262547244
99.67970135690533,100.39009608717843,35.16616750198591,26.65955348593108,8.493084232970759,2.116260152016308,71.04735671651315,70.36783980067888,100.45955905051608,107.51590004730484,20.13926040742139,27.90599613448327
93.58183857051029,91.40287176733408,30.282106726284127,20.48890376506496,0.4862419517876792,3.9267442363186262,72.81618114009301,71.20305901034494,106.69757690811932,112.72368522597364,20.279415478629588,24.126556993307737
93.89789700259936,87.7238978185298,31.35027148192692,19.047373372059667,0.5021682067564102,5.020871582868881,74.95369836121715,70.95353148680864,104.54413343202673,114.06734009606016,18.442030434626044,21.79123791458995
143.72785044839233,169.32626265341528,67.84895856308131,61.34716199190941,90.17353716353033,96.6274780496812,89.40805186332302,86.20052582873302,0.4184109731462163,2.8280038784141976,35.853738578461034,13.501741224998948
118.95822164976602,168.4151196662777,67.15815224194175,60.24756847826573,90.01271066538266,95.20984970957544,89.14856694883508,85.74589795982476,0.838722385782031,0.9557476694003904,60.20305596445172,12.540628003122512
102.69543101831994,167.28308846376555,51.900916954407855,58.79566685830966,80.96314662349378,93.55288407165672,88.1936360420269,84.85232996841785,10.843217334479352,1.594785959925398,66.46135164720074,11.122125576309012
108.72567401544204,166.8327929058149,49.10540206321252,57.086168937293614,72.62895310170418,90.4854437180581,87.75576249302159,84.64217277750366,19.615284405274224,4.872383504438238,51.65904157928375,8.294823589746832
112.14501607580036,166.90929819206193,47.82978502374003,54.48989818364093,65.01342161235856,87.06209013628255,87.07133710911826,83.58579400602272,27.915241278523176,9.352115857694722,39.93974264567647,3.7385859502433534
103.25938653997132,165.68254235781478,39.171011083112056,51.05504109653602,49.814258879234266,79.84831466367905,86.07504616662565,82.85149777704326,44.11069495414007,17.30018755927768,32.6299185058886,2.9827299170922914
159.25602973622375,169.61492936384198,47.466926437796346,48.71407168211216,64.11916527274208,75.36704057854058,84.74164433018308,81.50762713639753,31.139190397074834,23.125332285061884,10.395220133298622,12.740261648903855
151.25613698591272,170.2402427274487,37.61110500989298,43.87986728345014,44.80980957560999,67.3892287764703,82.58856813722791,80.29821905759,52.60162228716211,32.312552165939714,23.85775927307484,22.55279489338836
136.3751186079471,168.90597378540951,28.990223853209685,36.37478945570077,25.40282814375736,57.87729340866984,80.41120113318684,78.23290567191067,74.1859707230558,43.889800919419486,30.561089331002872,32.79577470482899
129.54298107284836,169.66447985863698,21.70954206614325,29.145213348722425,10.229677103149085,50.57688227942842,77.11616159137041,74.7711965212367,92.65416130548056,54.65192119933488,42.19714237832889,44.31640105797186
162.55464590717713,171.76911480551925,23.58561536501584,23.29714939458309,19.06582070033008,43.83061201939843,72.53629638952795,70.36105416630566,88.39788291014199,65.80833381429592,70.95252881731915,57.57744861981514
162.30205762524383,166.86597264871995,21.35848735754452,15.28769618685247,16.150486142159977,32.421391523380585,68.23575945951404,65.92475714176204,95.61375439832598,81.65385133485736,77.91581202356983,68.51982398357735
149.84386524227423,169.11361132947695,17.459455533905654,10.555939753408138,11.317135582281924,25.10987609220777,64.51974932123034,61.34865392279539,104.16311509648776,93.54146998499684,74.00698033876199,82.65508131447379
137.93889088731893,168.22077760099197,15.395681574900903,4.401783229411885,7.824192212700235,16.416263785654664,59.7537579895884,55.20127960096983,112.42204979771138,108.38245661337552,70.36094068503031,96.60323421436748
172.7614710389478,171.88094501553098,7.246240115904365,0.5747118183057782,11.978771739051394,6.571365838986512,57.80120382468248,51.87706283781491,134.17756791436892,121.5515713231986,141.41609687542112,113.43251633872956
167.9134729514656,171.71176745807486,4.534863915980162,5.794482255438107,17.36597114376078,5.223685260844007,54.78834886819438,50.82531831421335,142.5776222755664,134.39836694663063,154.6641493241008,126.11013440470548
170.44568782501156,172.9830108398686,3.835023628759055,11.877027251782264,26.56835083351799,14.599558245653691,51.09419749189296,49.03087312019469,155.47415334162503,145.568685125459,165.02846551661355,138.55169596532764
159.79803361076728,169.68296770343127,1.8757613692403028,17.203793315478503,25.57641540946605,21.415247695933925,51.16983673190892,46.30501112902283,154.40657867755715,155.1102365669111,174.6085450667899,144.79320427034236
158.07691522007033,172.31276406798366,2.339642871887953,16.49019104709683,25.85570029577581,22.556351778915356,52.05902735524789,49.04820607148548,153.7966729405279,153.50814570742986,175.7197577204575,145.82090977541353
159.42516196129856,167.63296330131882,0.2034580453320977,15.8823950352906,21.593930389828863,18.390369950718533,54.169187721365525,50.92372103656824,147.42474266846335,147.4666489141503,167.9995807071648,135.0996122154691
173.17645046289988,162.14556461108228,3.527870891306116,10.81757538702232,8.653584251564254,1.1334028639463585,55.69434410109324,50.36949512220319,132.95924015047106,130.76390774174348,139.78278968757132,112.90947235282576
167.05016747811575,164.12335908342794,21.142360759408778,0.2724611533023617,26.089344871203952,21.8157948099343,60.06909625184646,55.73169137810363,93.8415588769496,102.45251381196204,80.89172635506534,86.57587289539002
124.71569474428674,168.68041134446509,26.185913615066077,13.636952695613166,36.11595182503918,51.95344975390006,66.228837769039,60.429867123396406,77.65521040592182,67.61668312270353,22.37090515020856,56.29709446716862
144.8010572433979,167.26191795815282,35.61527249690915,24.95378070344927,61.69990871630798,73.2405652507044,72.58939042162287,67.78592026513849,45.71070086206916,38.9735144841571,10.511758105467036,26.23543244230988
154.75499021994762,149.0786377407427,52.70057774364509,34.859729041650354,96.32571044375234,97.41868109694497,76.76619789573418,73.32206050710488,6.908091660513458,9.259258395950177,18.3369181195389,21.66210386330713
160.54814642101468,152.99365098920038,52.794953627206645,44.43292884773423,108.22972915251826,123.79953503061616,82.41198773665326,79.16948056960824,10.641716889171557,22.969015600224395,30.0935704681568,49.97536461102401
150.0625280975693,146.71986581491657,69.26010221246504,70.50544577657811,135.0961277187759,139.09652357916465,88.65864092269781,86.94370444018386,43.754768641473696,46.04022801934845,73.6922405439044,79.32036220443192
167.52643437853737,146.54643229052144,137.88977179511767,80.21056249467863,159.592672419656,154.27390699052896,98.35537845140377,96.08908556363151,77.94805087105978,70.36299255416046,90.42161649252236,103.81656026363902
145.78020652921688,133.7724932587535,137.47807203574996,77.06603112948854,157.07461695643298,154.34443900453698,111.34493131178516,107.44316894226432,88.41954826821812,81.78760794680129,122.63934173900124,128.01511468804776
168.09383258898367,128.13673048383416,113.7039089689319,66.85181577690477,161.00185634709186,147.43493930525534,127.83802178872956,122.24020889428633,108.8398781358214,89.67514819954165,120.7460455468377,141.5384177157075
177.44131865447753,126.01331520707583,114.73356218910104,57.230661025121705,152.47800549220588,130.54984152349454,144.0416573226779,139.3373699593489,116.51966281488384,89.88721148284347,119.0783441604063,143.8738962757676
168.92142695013706,112.40792481856188,74.04184724829636,39.18629419759751,150.3953531962851,109.88491320478308,153.34280709712357,149.0058997733316,123.73816029340864,78.89081297811467,112.65958724354569,146.48288815955283
168.1723393614159,112.56485506233354,46.652627391624506,25.530546996050163,133.8537670667724,89.73411767098682,163.23055520955143,153.36248739284673,117.08432227632386,63.096605063833536,105.25666163773975,130.53175000150003
156.7260845079263,122.9067135131171,34.63435247017949,24.24810186233758,85.60165659219054,69.95985379519425,173.72800702311827,162.64749848191994,79.3296636153088,52.60735227711419,102.6035791073825,109.70063876399708
155.96858019150295,134.36332930081875,30.66722805371652,22.708640065333213,77.82199456214246,55.74286075962937,166.33777735712792,165.45159212864635,64.15977191927037,41.19445288827575,88.1911917277674,86.831123587457
161.8256705951179,145.31491295108157,21.857169062267435,15.949612920299202,63.08367386701684,51.44793206492776,172.54689725400863,164.9892839850554,55.6305711210255,36.43721604998314,73.80490052590761,71.12230309890157
157.85144444710716,152.5700211834518,18.17555501102727,17.966592440893436,51.907203971728045,44.535825074602585,175.85992342939545,171.93254278708451,47.76712740112354,36.46836786168708,69.91568295401639,63.89834667823531
155.50463955705453,150.69789415616,12.089065493452608,16.97572133157945,41.91880586539545,34.1107565993002,174.94045772644935,176.63394595650578,46.9783481389462,37.47681064279453,71.47370858189167,66.77891648663451
148.16712236627257,122.5351703918142,11.363680859220402,7.177515357278863,42.87638459102199,21.722231586376942,174.45477944545095,170.97003707036873,48.42160514557108,30.75219451600817,80.25448277929851,88.21702412419397
138.10127695115114,100.45997880858444,9.13256158283057,0.9615882088713694,25.95648304042783,3.638436342418786,156.8697355804151,154.7941670155217,49.08674746001269,28.844269326897148,90.98547050886155,108.38429051831272
156.83569829882015,93.53217712124176,11.474883918397182,0.0324225993846145,30.96347047807781,5.855235525805921,137.2468129381325,131.36523489930636,73.7166575399453,42.779529574887725,96.88095924112513,129.247352453646
154.1206040617245,81.81998214742319,7.802400519027661,7.793303549785237,31.71040124204121,7.700754995638279,117.99129164397168,114.95139429261911,93.71910959806952,57.34785071174261,119.59850553634504,155.52786856431945
123.56537212148298,77.0452001185788,106.000319107622,0.4646523256987503,132.69122993450893,7.849478544019829,100.80107356842458,90.16641102882596,53.4923035029335,81.9841104271542,109.92693138145052,175.06108969142454
153.557954153381,79.19955841763334,19.08108430340553,7.373179624524535,13.75095864276825,7.536795803317494,75.56561033943203,65.31652279943025,90.68343101779976,107.14668139725228,117.12547686441874,152.0528770203811
45.993692720643296,93.4187479793809,11.005030894434151,11.051812865189062,16.61830136989832,5.180053834924353,50.04766801606234,45.48000989886862,113.33403061403932,129.33993626620713,112.659662106604,144.07881171317376
87.9105478570039,101.25295435728904,14.388805613421376,14.67777423038095,0.2522573218272322,0.3835947943257617,26.928388652079818,27.39836666435356,153.32386866974645,152.2180385413216,114.58667918725747,129.03491581596742
108.08243459921113,97.15715590182792,32.41564564557532,21.50206459779981,12.08456814589964,4.204430882167122,5.99966541593966,9.436776704426942,173.91509727004004,174.76765417774038,101.9975318692511,102.38950172408762
109.43506481021758,97.628626640364,42.11468519840874,35.05616216964888,17.858143118808805,11.98248704121124,14.326470089392076,8.552058502470361,147.81538679179914,159.46545445631838,77.25045160201671,77.09408109668237
108.01530513825958,100.88425196816048,42.047248844436645,36.4217017323766,13.512594846817947,14.867904473821678,29.8824131774408,26.73176782352966,136.60499197574126,138.4003277026487,64.6202971140008,59.284579670809165
108.01904353267643,106.2364133452502,41.83899686185827,39.29600342385271,7.508574964744651,18.878917931403127,46.72247174129986,41.65690072018796,125.76895329395548,119.46418134840891,53.78799682663192,45.70059469365913
124.3706748812835,111.00415500762026,44.2802181059712,30.587264785441416,25.04322658255583,27.73157031542204,52.93393697336249,48.99738948067314,102.02283644408168,103.27104020390485,46.393511325365175,34.27519521152509
121.3487119037096,119.30845128702708,33.76445685596829,29.53628835660524,25.040954882155045,32.81285719001287,54.13303335055129,50.332526248813686,100.82601176729368,96.85461656117344,42.1747236710033,36.1630678482005
121.43319266725514,126.63301727434124,29.53595387938306,30.4150459342528,15.634877680186587,28.572174727812857,54.69432372882108,53.53165840973991,109.67079859099232,97.89616686244726,51.10399125824748,44.529184136788494
124.63773973936428,133.20459562351772,32.5047176240315,32.71100721749981,13.32136747544255,23.579763676140782,57.72160219012709,57.89672007973064,108.9570303344304,98.5235162441286,53.59477007379466,51.72811186764632
135.7079184739623,137.14602967856163,35.225655790934816,35.15032912467217,11.639175901588109,18.006382325912266,60.03094877400985,60.26633707082137,108.32987532440204,101.72728060326638,64.03779379836435,58.873310281828
159.27630939421277,139.84591601303276,39.79749088582008,32.66011591456816,14.322409758518193,12.828464220276866,62.05630076556168,62.095184001595285,103.62128947592014,105.07635177812786,82.8975988701329,64.92226779116059
132.99142304885956,149.47769530362547,57.23820733783498,67.0981841762755,58.59325546366587,72.25341566548084,89.59843005563614,86.99531370576247,31.808314480698,20.75127062875669,15.200262470442448,9.77103406761786
143.5991311634025,151.53243268222568,56.51872218334807,62.9506768464916,57.26625604943877,66.7426965423432,86.76445615162775,85.01316222402585,35.969287798933486,28.244141233630963,0.4315810376638876,0.2234260841442043
149.16809487089768,156.60806739665645,54.19632160989569,57.90734214651288,53.00610501230076,60.13985192235948,83.40450378429782,82.52752526515219,43.58939120340143,37.33262281248832,12.757486074299086,13.940690209144744
161.09452760936736,160.8572432296932,48.7547526818793,55.28284086054265,48.51183396812264,51.25604056350029,78.62685417133247,78.83720129385331,52.86131186054489,49.9067581426464,33.95583946991226,30.7640013723396
173.24010133478004,163.15201649285805,43.098169135361616,43.764654965825706,42.050503321249145,36.8272079810176,74.09297746711562,75.13549449420167,63.85651921163525,68.03729752478075,57.09662054641524,51.1893140176388
176.9161504363941,170.50973250224703,35.49667894207034,35.67369365369214,31.63574944076504,23.89613463752606,67.9667705677953,69.25517459802218,80.39747999143968,86.84869076445176,77.31363042783386,77.3584232666987
175.77266672453015,172.21486401351586,27.041087543328583,25.68124535870279,19.24673477802612,9.710747898739632,60.18990363531116,61.07965845520092,100.56336158666272,109.2095936460594,96.336028311193,101.42445765957522
139.2459031968501,177.41463505755408,15.789887884092922,17.046402143403512,9.1976564637382,10.335760987232032,55.89967889676807,57.62488874993915,133.29797756697016,132.7108722372929,92.54388076382024,130.12550729484715
106.07067800258402,178.73129456842767,7.640947237635437,8.85262461700382,24.509835390731485,22.75331688416694,46.81784445802416,46.94637108000211,157.6919909327073,155.80694580416483,83.76266893529134,154.5382403725928
171.98952236679818,175.80146529697782,5.037120696431198,0.8622155136834574,30.072432999155776,36.267853306174565,41.42454102752142,38.98597756709352,168.64789197163435,177.28187573908104,176.65836960483625,178.51958955789672
178.48806789839085,175.31096716800153,9.834840714612543,5.537596493127396,52.18738351276386,49.38279855794486,33.8322340167861,32.78793613026036,161.64485050402226,163.4051375723155,163.15678260563118,158.71610474031692
112.6415334494747,173.00317070518602,16.5390418786161,9.86797246206653,3.861559972956353,61.346741774716,27.68850037444903,29.214962631324987,156.1730595985074,147.868220856609,88.81459304798207,140.871391561795
55.03845266601305,173.1409912238554,16.55250624395959,13.421481114642706,67.09349001048567,72.01736243200776,24.109506705889835,26.381719697788625,137.01601669540415,134.36435726578088,98.02243597060888,127.50534848963623
173.4829244150993,170.48128987361105,18.390558018004636,13.33836296663734,72.79029593322211,75.97329027012061,21.158291277707537,24.601411268472187,128.36799534448542,128.62812099835156,121.85091975958473,119.1094108719626
171.27321700234418,168.14280064595405,18.94122379651913,11.904392524084694,70.9039146656215,75.77578698458515,17.793629520801666,23.35793980663738,126.88971485518016,127.58215282205224,118.16293185752431,115.7249534680062
172.18155347074477,170.72492488469777,15.490626750304346,11.28593164959415,64.97882591531229,71.79568365846595,16.030903544874796,21.888497409337592,131.05207762956252,130.09281375087164,123.23363110030726,120.8177386355694
171.78706751551277,170.11652959138937,10.821513450268544,9.178212898144375,52.509269410034456,58.839339650525325,14.78890589233994,19.187984627979343,142.2796364823055,140.34864497745403,134.06670399781822,130.46517456884342
168.90259191716763,171.83684611262225,5.319392399268418,3.344789900063645,38.68015503369115,42.93293602940346,16.374050710011204,21.17503562117993,157.69389567632004,158.24209959177648,146.59648759348767,150.07894570439868
173.3164798907706,165.5807978910265,4.711173756433702,3.8011528023666687,20.60147019640654,23.77106253303677,22.514394785675798,25.433149111701272,178.0870754107308,178.3379134213354,175.22940448003982,167.242884469691
174.22539105996245,171.9278164129251,10.811624398045536,9.551388304183948,9.65760536797975,6.190207274609084,32.79026765967497,33.681321657983,156.86733770830477,152.50888561662612,151.09272876826714,160.58106920370108
159.20228811703242,173.60238001099057,23.597832420555196,22.676869074297528,18.65842612465795,20.43098074243148,40.567694358613295,42.64265338783543,120.77387951672875,116.92636586973312,99.9761676337612,123.32398585874256
176.8388213509979,176.8428338192153,38.06028673149996,37.89105176309809,49.15962728141183,44.50330019938639,55.45948090368334,56.16158169695217,75.38089181490484,79.33511810366146,72.21971316590273,82.49228428444611
172.47288777315524,168.96948418897833,45.40532403672646,50.19859354751596,76.20834786113825,70.00500649585156,66.14313020656593,67.68881981489741,37.64852193229584,42.30617368925103,30.121409705451043,31.275657878229385
171.69048046940563,167.47530598444806,58.36714099544123,64.33666655097677,99.17535451978549,99.87785286794646,76.97634636903675,77.06722721006152,3.848299111177806,3.05491992199201,4.461220419416582,9.46977409355994
159.99887851198974,156.08263241896898,75.15729708594493,79.24326044929741,113.92871578187696,118.78268970278256,92.26095474964644,87.43465054890208,26.189670531523383,26.21734025168461,46.19079201953364,50.13470783271563
163.19206785512785,148.67667456590004,85.8919067420789,96.49760559713155,139.11645526275743,133.0687205171889,102.79238186796924,100.94722771034672,61.908837130726674,54.01594822753562,78.71676927559884,85.33927366163559
148.44119659965816,137.43963834268388,59.16574769507851,83.82141160079628,137.31352339873672,129.21029759662508,117.28319321706309,120.0070554703567,74.59671661579982,69.2173530669818,106.15552001614164,111.77771472429797
